"Data Source","World Development Indicators",

"Last Updated Date","2026-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Sudan","SDN","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.1058","0.1058","0.1058","0.1058","0.1065","0.1738","0.1257","0.0503","0.0179","0.0533","0.1263","0.1171","0.1241","0.0655","0.1351","0.1468","0.0943","0.0594","0.1229","0.0737","0.1042","0.0619","0.0699","0.069","0.0619","0.0498","0.1207","0.1084","0.0412","0.0432","0.0853","0.1113","0.0889","0.0676","0.0919","0.0879","0.0864","0.0889","0.0823","0.0863","0.1191","0.1297","0.1189","0.1685","0.1995","0.1185","0.3049","0.0684","0.1362","0.1839","0.0481","0.1375","0.2424","0.2772","0.3189",
"Senegal","SEN","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0029","0.0029","0.0029","0.0029","0.0042","0.0038","0.0026","0.0087","0.0069","0.0154","0.0118","0.0108","0.0042","0.0116","0.0128","0.0119","0.0111","0.0058","0.0081","0.0075","0.0072","0.012","0.011","0.0126","0.0046","0.0003","0.0055","0.0138","0.017","0.0297","0.0292","0.0116","0.0481","0.003","0.0031","0.0031","0.0031","0.0104","0","0","0","0","0","0.055","0.0477","0.0518","0.0501","0.0644","0.0534","0.0383","0.0565","0.0093","0.0549","0.0572","0.0596",
"Singapore","SGP","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"El Salvador","SLV","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.2043","0.2043","0.2043","0.2043","0.2043","0.2059","0.2301","0.2301","0.294","0.1826","0.1692","0.2899","0.1873","0.244","0.1886","0.2208","0.2195","0.2368","0.2367","0.2242","0.19","0.2162","0.2062","0.1938","0.1938","0.154","0.1744","0.284","0.2011","0.2032","0.1842","0.1898","0.1437","0.0921","0.1708","0.2078","0.1495","0.1512","0.1891","0.2316","0.1864","0.2273","0.2174","0.153","0.1925","0.2381","0.1769","0.2627","0.2399","0.1813","0.2719","0.1865","0.195","0.1815","0.1689",
"San Marino","SMR","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia, Fed. Rep.","SOM","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.6803","0.6803","0.6803","0.6803","0.7561","0.8341","0.736","0.7076","0.648","0.7546","0.9173","1.0595","0.9655","0.8449","0.8937","0.923","0.7527","0.703","0.8612","0.7913","0.7884","0.7484","0.6993","0.8281","0.7569","0.5891","0.8648","0.8921","0.8999","0.9378","0.9663","1.0495","1.0608","0.9585","1.0798","0.9272","1.1703","1.0645","1.1291","1.1002","1.6139","1.2392","1.4442","2.4207","2.2946","1.9074","2.5194","2.9335","2.7264","2.7315","3.0097","4.0028","3.6449","3.7429","3.8555",
"South Sudan","SSD","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.6941","0.6941","0.6941","0.6941","0.7701","0.8565","0.7583","0.7264","0.6685","0.7827","0.9464","1.089","0.9931","0.8767","0.9182","0.933","0.7765","0.7433","0.9005","0.8384","0.8352","0.7982","0.7585","0.8839","0.835","0.6788","1.0118","0.993","1.036","1.0813","1.1031","1.2438","1.2148","0.9905","1.2553","1.1152","1.3416","1.2374","1.2899","1.2809","1.8025","1.4697","1.769","2.7014","2.6344","2.3924","2.9842","3.2691","3.0782","3.0687","3.4158","4.2658","4.0981","4.2202","4.3582",
"Small states","SST","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.2064","0.2064","0.2064","0.2064","0.1754","0.1895","0.165","0.1617","0.1543","0.1559","0.1448","0.1497","0.1465","0.1605","0.1617","0.1547","0.1571","0.164","0.1501","0.1306","0.1291","0.1196","0.1217","0.1077","0.0979","0.0799","0.0917","0.0757","0.0758","0.0682","0.07","0.0828","0.0848","0.0661","0.0761","0.0668","0.0488","0.0403","0.0771","0.0914","0.072","0.0746","0.0761","0.1021","0.1118","0.1191","0.107","0.1083","0.1199","0.1111","0.111","0.0947","0.0877","0.0883","0.0891",
"Sao Tome and Principe","STP","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.2225","0.2225","0.2225","0.2225","0.1958","0.2097","0.2074","0.2366","0.267","0.2679","0.3441","0.3221","0.3304","0.3763","0.3723","0.3537","0.3926","0.2321","0.4068","0.443","0.3861","0.0938","0.0758","0.0699","0.0826","0.0984","0.0707","0.0754","0.075","0.0536","0.06","0.0618","0.0701","0.1236","0.1058","0.1095","0.1121","0.1472","0.11","0.0822","0.1042","0.0681","0.0555","0.0618","0.0681","0.0763","0.0943","0.061","0.1066","0.0982","0.1273","0.1311","0.1185","0.1261","0.1367",
"Slovenia","SVN","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0038","0.0038","0.0038","0.0038","0.0038","0.004","0.0042","0.0043","0.0045","0.0052","0.0049","0.005","0.0052","0.0043","0.0084","0.009","0.0065","0.0071","0.0052","0.0088","0.0071","0.0046","0.0094","0.0199","0.009","0.0212","0.0006","0.0118","0.0454","0.0531","0.0581","0.0536","0.0636","0.0627","0.0685","0.071","0.0512","0.0371","0.0251","0.033","0.0192","0.0019","0.0034","0.0027","0.0034","0.0025","0.0027","0.0029","0.0034","0.0034","0.0034","0.0224","0.0215","0.0215","0.0215",
"Sweden","SWE","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0792","0.0792","0.0792","0.0792","0.0636","0.0805","0.0915","0.0677","0.0685","0.0808","0.066","0.0663","0.0588","0.063","0.0372","0.0475","0.0322","0.0253","0.0261","0.0204","0.0355","0.0644","0.1163","0.1446","0.1137","0.0948","0.099","0.0917","0.0901","0.0597","0.0503","0.0838","0.0754","0.0409","0.0409","0.0629","0.0566","0.0618","0.0534","0.0321","0.0346","0.0216","0.0115","0.0089","0.0238","0.0248","0.0123","0.0236","0.0168","0.0198","0.0182","0.0102","0.0097","0.0096","0.0095",
"Eswatini","SWZ","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0858","0.0858","0.0858","0.0858","0.0789","0.0478","0.088","0.0943","0.1241","0.1542","0.242","0.1788","0.1495","0.1652","0.1648","0.195","0.1818","0.2488","0.2122","0.1997","0.2577","0.1603","0.2854","0.2687","0.3913","0.5076","0.4705","0.4204","0.3241","0.4345","0.4735","0.2719","0.3089","0.3089","0.4997","0.4714","0.3176","0.3774","0.2925","0.3215","0.2506","0.2411","0.181","0.0302","0.0402","0.0006","0.0006","0.0582","0.0354","0.042","0.0701","0.0382","0.0481","0.0461","0.0441",
"Turks and Caicos Islands","TCA","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","6.1097","6.1097","6.1097","6.1097","5.6444","7.3014","7.7054","9.0896","10.2003","12.2965","13.6876","13.6789","14.6967","16.2191","17.9297","17.1734","17.0653","19.8223","22.2486","22.4734","24.3563","24.8968","25.7851","22.5866","25.4132","30.9972","33.1212","31.5545","33.5718","35.4571","33.9048","34.2504","41.7057","39.8032","41.4777","32.3414","34.0404","32.8205","31.0515","37.81","33.856","37.1359","38.9346","40.1215","36.1247","38.9318","32.2498","29.9516","30.7582","31.5378","30.1266","30.676","29.4973","29.5755","29.8518",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","15.5702","15.5702","15.5702","15.5702","16.5467","17.7145","18.0481","19.0708","20.2212","20.4659","21.2316","21.521","21.375","22.6684","21.7093","21.8774","21.8873","22.3141","21.8014","18.991","16.4657","14.3403","13.7994","13.1244","11.7929","10.7911","10.2798","9.8248","8.438","8.6735","8.9446","8.8494","8.2268","9.1033","9.3825","9.6","10.4811","11.6226","12.8971","14.3604","14.3448","15.4383","16.4442","16.4546","16.1338","17.1011","19.3934","18.0476","18.1155","19.5566","21.7489","18.4642","18.593","17.9619","17.6955",
"Togo","TGO","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Thailand","THA","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0896","0.0896","0.0896","0.0896","0.0904","0.1334","0.315","0.2582","0.2808","0.2425","0.2698","0.3722","0.4664","0.633","0.549","0.5792","0.5707","0.6185","0.6584","0.7009","0.803","0.9061","0.948","1.1629","1.1712","1.21","1.3446","1.4777","2.0727","2.25","1.7471","2.0562","2.1037","2.1295","2.0601","2.1933","1.9273","1.9852","1.8621","2.3072","2.5267","2.6314","2.6251","2.7376","2.4454","2.2479","2.4873","2.7322","2.6732","2.2017","2.2983","2.186","2.0378","1.9559","1.8921",
"Tajikistan","TJK","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.1273","0.1273","0.1273","0.1273","0.138","0.138","0.146","0.1638","0.1678","0.1726","0.1772","0.1777","0.1775","0.1889","0.1891","0.1934","0.2007","0.2056","0.1909","0.1556","0.146","0.1365","0.1269","0.1173","0.1078","0.0982","0.0886","0.1041","0.0801","0.0269","0.0322","0.0302","0.0487","0.0427","0.0332","0.0327","0.0255","0.021","0.0198","0.033","0.033","0.0303","0.0116","0.006","0.0228","0.0206","0.0087","0.1127","0.1021","0.0646","0.0916","0.0361","0.0536","0.0511","0.0487",
"Turkmenistan","TKM","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.3283","0.3283","0.3283","0.3283","0.3561","0.3561","0.3766","0.4225","0.4328","0.4452","0.4569","0.4583","0.4578","0.4872","0.4876","0.4988","0.5177","0.5303","0.4924","0.4014","0.3767","0.352","0.3273","0.3026","0.2779","0.2532","0.2285","0.4997","0.1791","0.2269","0.2527","0.2502","0.2907","0.3096","0.333","0.3641","0.5216","0.55","0.55","0.5594","0.5657","0.5657","0.5814","0.8369","0.8668","0.924","0.8357","0.8144","0.816","0.8855","0.9141","0.8748","0.8462","0.8427","0.8391",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","3.5923","3.5923","3.5923","3.5923","3.747","4.0116","4.7809","5.4414","5.4281","5.9003","6.1691","6.2896","6.1599","5.507","6.5769","6.8063","7.4269","7.598","7.113","6.9463","7.0137","6.4517","6.9629","7.4604","8.2944","8.4302","9.7967","10.3334","10.4751","10.3393","11.6788","11.3082","10.6131","12.4976","12.5469","11.3906","12.2799","14.1018","12.6658","12.9877","13.2166","15.5687","15.2742","16.1636","16.5988","15.9631","17.7672","17.3879","17.1794","18.1271","20.5068","22.5687","21.1023","21.1565","21.4897",
"Timor-Leste","TLS","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","2.465","2.465","2.465","2.465","2.453","2.5743","2.8932","3.1303","3.2432","4.0058","4.3575","4.1661","4.5546","4.6233","4.6109","4.9388","6.0155","5.9179","5.9606","6.5152","6.293","6.404","6.9061","7.1324","7.0393","8.242","8.1543","8.5418","8.7434","8.8057","9.2902","9.2769","9.5567","9.0748","10.3519","10.4482","9.9407","9.8964","10.0998","10.975","10.3025","10.037","9.2315","9.6418","10.1282","8.9496","11.2094","11.2863","11.5077","11.1312","11.0952","10.6246","10.3318","10.2567","10.2536",
"Tonga","TON","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","2.8704","2.8704","2.8704","2.8704","3.6386","3.5001","3.9907","4.8521","5.1662","6.0591","5.998","6.3943","6.8415","7.8433","9.0202","9.6026","11.0198","9.8486","12.2161","12.5735","13.1033","13.8941","14.5422","15.0612","16.1171","16.8898","17.9555","18.781","19.5211","20.2226","18.8907","19.528","18.1306","19.1837","20.2417","21.5091","23.2335","24.4313","25.425","25.9881","27.5261","28.1031","28.1004","27.9161","28.3312","28.8453","27.7848","28.3384","29.5722","31.8435","33.8221","32.231","33.5938","34.8177","35.7702",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.6941","0.6941","0.6941","0.6941","0.7701","0.8565","0.7583","0.7264","0.6685","0.7827","0.9464","1.089","0.9931","0.8767","0.9182","0.933","0.7765","0.7433","0.9005","0.8384","0.8352","0.7982","0.7585","0.8839","0.835","0.6788","1.0118","0.993","1.036","1.0813","1.1031","1.2438","1.2148","0.9905","1.2553","1.1152","1.3416","1.2374","1.2899","1.2809","1.8025","1.4697","1.769","2.7014","2.6344","2.3924","2.9842","3.2691","3.0782","3.0687","3.4158","4.2658","4.0981","4.2202","4.3582",
"Trinidad and Tobago","TTO","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.044","0.044","0.044","0.044","0.0333","0.027","0.027","0.0214","0.0281","0.027","0.0218","0.0157","0.0145","0.0132","0.0086","0.0038","0.0025","0.0025","0.0005","0.0008","0.0086","0.0086","0.0101","0.0039","0.0031","0.0031","0.0079","0.0079","0.0072","0.0072","0.0079","0.0079","0.0031","0.0031","0.0079","0.0079","0.0079","0.0079","0.0075","0.0079","0.0079","0.0079","0.0094","0.0094","0.0094","0.0094","0.0094","0.0094","0.0094","0.0094","0.0094","0.0094","0.0094","0.0094","0.0094",
"Tunisia","TUN","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0608","0.0608","0.0608","0.0608","0.0698","0.0717","0.0673","0.0723","0.0827","0.0792","0.0817","0.0962","0.1172","0.1031","0.1356","0.14","0.1593","0.1574","0.1399","0.1482","0.1123","0.1557","0.1623","0.1518","0.1358","0.1152","0.155","0.1535","0.1877","0.1928","0.1826","0.1624","0.1592","0.1676","0.1928","0.2053","0.231","0.2237","0.1957","0.2294","0.2357","0.2451","0.2535","0.1499","0.1717","0.1976","0.279","0.2072","0.2393","0.2077","0.1474","0.1979","0.2647","0.2163","0.2207",
"Turkiye","TUR","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.7182","0.7182","0.7182","0.7182","0.4942","0.7376","1.02","0.9637","0.9807","1.2905","1.1863","0.9681","1.0641","1.1464","1.0673","0.9981","1.0755","1.2256","1.1014","1.2018","1.2903","1.4199","1.4682","1.4944","1.0211","1.1676","1.2641","1.4128","1.757","2.0199","1.6682","1.6004","1.7494","2.0099","2.0746","2.1246","2.2667","2.1178","1.781","2.4956","2.3306","2.1144","2.4543","2.7597","2.5178","2.5154","3.3062","2.7021","2.2299","2.3471","2.9858","2.3106","2.1301","2.1691","2.1211",
"Tuvalu","TUV","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0398","0.0398","0.0398","0.0398","0.0597","0.0544","0.0438","0.0619","0.0427","0.0707","0.0654","0.066","0.0574","0.0473","0.0434","0.0481","0.0482","0.0583","0.052","0.0501","0.0654","0.0644","0.0514","0.0655","0.0676","0.022","0.043","0.0449","0.0376","0.0274","0.0293","0.0246","0.0205","0.0345","0.0736","0.0502","0.06","0.0525","0.0497","0.074","0.1107","0.0573","0.086","0.1682","0.1196","0.0877","0.1475","0.1599","0.2022","0.1219","0.2831","0.138","0.2621","0.2664","0.2709",
"Uganda","UGA","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ukraine","UKR","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","2.0765","2.0765","2.0765","2.0765","2.2441","2.2441","2.364","2.6364","2.6885","2.7575","2.8638","2.8702","2.8662","3.0445","3.041","3.1016","3.2041","3.2869","3.0652","2.5057","2.3454","2.1852","2.0249","1.8647","1.7045","1.5442","1.384","1.2237","1.0635","1.067","0.9968","1.0894","0.8904","0.9493","0.995","0.9983","1.0401","1.3511","1.5432","1.5352","1.5107","2.1687","2.2029","2.2438","2.1338","2.0056","2.5457","2.7558","2.5581","3.0775","3.0292","2.8605","0.9403","0.8381","0.772",
"Upper middle income","UMC","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","13.3754","13.3754","13.3754","13.3754","13.1849","15.3755","17.0488","19.4157","20.5096","23.9852","25.8871","25.9554","26.7261","27.5426","30.5132","29.7474","30.2282","33.184","34.3314","34.4499","35.772","35.4757","37.017","33.6372","36.0469","41.7508","44.6642","44.0964","46.1523","47.9442","47.0928","47.4649","54.1821","54.0007","55.5709","45.6718","49.2967","49.2811","47.6252","54.7769","51.1425","56.4987","57.9983","60.4542","56.8864","57.8012","54.894","52.0375","52.118","54.3972","56.0628","57.1277","52.8133","53.0294","53.5045",
"Uruguay","URY","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.0129","0.0129","0.0129","0.0129","0.0124","0.0098","0.0241","0.0159","0.0103","0.0232","0.0181","0.0298","0.037","0.028","0.0318","0.0305","0.0187","0.0274","0.0563","0.0455","0.0518","0.053","0.058","0.0581","0.0424","0.0377","0.0885","0.0849","0.1018","0.0746","0.0651","0.0704","0.0706","0.1133","0.1051","0.1044","0.1044","0.1094","0.1002","0.1101","0.1154","0.1383","0.2835","0.2454","0.1789","0.2048","0.1992","0.211","0.2696","0.2834","0.3585","0.6021","0.5057","0.5483","0.5973",
"United States","USA","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","3.2181","3.2181","3.2181","3.2181","3.0165","3.6306","3.8147","3.5208","3.6795","3.7197","4.0575","3.7035","3.376","3.925","3.9085","4.0707","3.9498","4.1384","4.27","4.5317","4.3224","4.4652","4.7725","4.9277","4.899","4.9757","4.9561","5.2805","5.2582","5.2651","5.3927","5.6406","5.7585","6.0074","5.6151","5.4626","5.8554","5.4972","5.0571","5.3275","5.9474","6.1615","6.4695","6.2362","6.2972","6.691","6.7303","6.7666","6.5073","6.7387","6.8019","6.42","6.8973","6.804","6.8367",
"Uzbekistan","UZB","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","2.3768","2.3768","2.3768","2.3768","2.5238","2.5238","2.6042","2.8199","2.8054","2.8337","3.1317","3.1261","3.1166","3.2783","3.2418","3.2529","3.2797","3.3904","3.2352","2.6846","2.4789","2.2733","2.0676","1.8619","1.6563","1.4506","1.2449","1.0393","0.8336","0.805","0.8554","0.6961","0.7615","0.8223","0.8536","0.8964","1.174","1.3543","1.5718","1.4087","1.6688","1.6638","1.7801","1.8044","1.8092","1.8795","1.9679","1.4615","1.7918","1.8242","1.9178","1.7903","1.8001","1.758","1.7694",
"St. Vincent and the Grenadines","VCT","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.095","0.095","0.095","0.095","0.0924","0.1269","0.1199","0.1638","0.2009","0.1676","0.1635","0.1054","0.1006","0.1113","0.1657","0.2305","0.2878","0.3385","0.3353","0.2966","0.2779","0.2801","0.2326","0.2231","0.2242","0.2792","0.2891","0.2843","0.2454","0.1729","0.2315","0.2425","0.3195","0.3195","0.3415","0.3745","0.3127","0.3462","0.3489","0.3985","0.4113","0.4228","0.4169","0.2804","0.3292","0.3017","0.2621","0.3023","0.1053","0.1736","0.15","0.1421","0.0904","0.055","0.0345",
"British Virgin Islands","VGB","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","0.2247","0.2247","0.2247","0.2247","0.2043","0.3709","0.4455","0.5186","0.4039","0.3127","0.2923","0.3911","0.4967","0.7517","0.7","0.6704","0.7944","0.6714","0.8532","0.8422","0.9081","1.049","0.9573","0.9412","1.4724","1.2626","1.5633","1.4175","1.9795","1.9655","2.1827","1.8815","2.2868","2.2002","2.501","2.1348","1.9654","2.1518","1.7757","2.3886","2.2367","2.399","2.6981","2.9189","2.7306","3.4114","2.8193","2.8976","2.852","2.8271","2.0341","3.0374","2.3906","2.2228","2.1665",
"Vanuatu","VUT","Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e)","EN.GHG.CO2.AG.MT.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
